Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,EDUCATION,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Family_Members,label,Pensioner,State servant,Working,Married,Separated,Single / not married,Widow,House / apartment,Municipal apartment,Office apartment,Rented apartment,With parents,Cleaning staff,Cooking staff,Core staff,Drivers,HR staff,High skill tech staff,IT staff,Laborers,Low-skill Laborers,Managers,Medicine staff,Private service staff,Realty agents,Sales staff,Secretaries,Security staff,Waiters/barmen staff
5068456,1,1,0,0,367.4234614174767,1,-13581.0,-2576,1,0,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5068651,1,1,1,0,600.0,3,-19305.0,-1905,1,0,0,0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069216,1,1,1,0,506.45829048402396,3,-11210.0,-1724,1,1,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069218,1,1,1,0,506.45829048402396,3,-11210.0,-1724,1,1,0,0,1.4142135623730951,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069307,0,0,1,0,396.8626966596886,1,-15640.0,-1328,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078820,1,0,0,2,474.3416490252569,1,-14476.0,-4987,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5078945,1,0,1,2,424.26406871192853,2,-12253.0,-3496,1,1,0,0,1.7320508075688772,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5078946,1,0,1,2,424.26406871192853,2,-12253.0,-3496,1,1,0,0,1.7320508075688772,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5079166,0,1,0,0,450.0,1,-13720.0,-1394,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5079167,0,1,0,0,450.0,1,-13720.0,-1394,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5079168,0,1,0,0,450.0,1,-13720.0,-1394,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5085886,0,1,1,0,561.2486080160912,3,-18661.0,-1265,1,0,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5089162,1,1,0,0,474.3416490252569,3,-20264.0,-2531,1,1,1,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089959,0,0,1,1,354.96478698597696,1,-12755.0,-2105,1,0,0,0,1.7320508075688772,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5090214,0,1,1,0,367.4234614174767,1,-10712.0,-217,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5090216,0,1,1,0,367.4234614174767,1,-10712.0,-217,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5092087,0,1,1,2,497.49371855331,1,-17320.0,-535,1,0,0,0,2.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5092245,1,0,0,0,321.71415884290826,1,-22111.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5092479,0,0,0,1,292.4038303442689,1,-15014.0,-6866,1,0,0,0,1.7320508075688772,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096527,1,0,0,0,367.4234614174767,1,-20012.0,-584,1,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096528,1,0,0,0,367.4234614174767,1,-20012.0,-584,1,0,0,0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096743,1,0,1,0,424.26406871192853,0,-16803.0,-2227,1,1,1,0,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097065,1,0,1,0,348.5685011586675,1,-18971.0,-8161,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5100430,0,1,0,0,424.26406871192853,1,-16310.0,-613,1,0,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5105045,0,0,1,0,474.3416490252569,1,-22939.0,365243,1,0,0,0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5105056,0,1,0,0,437.49208704787816,3,-11528.0,-606,1,0,1,1,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5106077,1,0,1,0,367.4234614174767,1,-19764.0,-6944,1,0,0,0,1.4142135623730951,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5113621,0,0,0,0,474.3416490252569,1,-19406.0,-346,1,0,0,0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5113933,1,0,0,0,259.8076211353316,1,-23271.0,365243,1,0,1,0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5113944,1,1,0,0,367.4234614174767,1,-23324.0,365243,1,0,1,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5114249,0,0,0,1,361.24783736376884,2,-11331.0,-1808,1,1,1,0,1.7320508075688772,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5114253,0,0,0,1,361.24783736376884,2,-11331.0,-1808,1,1,1,0,1.7320508075688772,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5115604,1,0,1,0,450.0,1,-14523.0,-3420,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115606,1,0,1,0,450.0,1,-14523.0,-3420,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115608,1,0,1,0,450.0,1,-14523.0,-3420,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115610,1,0,1,0,450.0,1,-14523.0,-3420,1,0,0,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115611,1,0,1,0,450.0,1,-14523.0,-3420,1,0,0,0,1.4142135623730951,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116035,0,1,1,0,354.96478698597696,3,-14522.0,-863,1,1,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5116036,0,1,1,0,354.96478698597696,3,-14522.0,-863,1,1,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5116258,1,0,1,4,424.26406871192853,1,-17468.0,-7413,1,0,0,0,2.449489742783178,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116301,1,0,1,0,424.26406871192853,1,-22655.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5116302,1,0,1,0,424.26406871192853,1,-22655.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5116304,1,0,1,0,424.26406871192853,1,-22655.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5116305,1,0,1,0,437.49208704787816,1,-22655.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5116906,0,1,1,0,459.8912915026767,1,-15047.0,-7553,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117313,1,0,1,1,396.8626966596886,1,-13022.0,-3931,1,1,1,0,1.7320508075688772,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5117413,1,0,0,0,284.60498941515414,1,-22279.0,365243,1,0,1,0,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118046,1,0,0,0,284.60498941515414,1,-23902.0,365243,1,0,1,0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118275,1,0,0,0,335.4101966249685,1,-21363.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118278,1,0,0,0,335.4101966249685,1,-21363.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118279,1,0,0,0,335.4101966249685,1,-21363.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118280,1,0,0,0,335.4101966249685,1,-21363.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118283,0,0,0,0,335.4101966249685,1,-21363.0,365243,1,0,0,0,1.4142135623730951,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5118541,1,0,1,0,268.32815729997475,1,-18132.0,-1039,1,0,1,0,1.4142135623730951,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5125289,1,0,0,1,450.0,1,-13939.0,-134,1,0,0,0,1.4142135623730951,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
